,train_loss,eval_loss
0,3.5170694986979165,3.190414227937397
1,3.25132319132487,3.13751883255808
2,3.22532221476237,2.9887195386384664
3,3.03859125773112,2.7386673375179895
4,2.742840321858724,2.429702357241982
5,2.4644238789876303,2.6313141270687708
6,2.5684552510579426,2.587616569117496
7,2.5342229207356772,2.6497740494577506
8,2.5679807027180988,2.624235655132093
9,2.6890225728352863,2.7125695881090666
10,2.782823944091797,2.7908009980854236
11,2.864393615722656,2.901823746530633
12,3.01283442179362,2.871788225675884
13,2.884068552652995,2.859375
14,2.8713727315266926,2.685836390445107
15,2.5780601501464844,2.5324209112870064
16,2.520774332682292,2.3260726928710938
17,2.2054761250813804,1.9505709597938938
18,2.009164047241211,1.8455615796540912
19,1.813705062866211,1.617755789505808
20,1.5443018595377604,1.4862366726523952
21,1.3262191772460938,1.1591880196019222
22,0.9171488444010417,0.9019583651894018
23,0.6285566329956055,0.6824399044639186
24,0.5268943786621094,0.578746243527061
25,0.3407987912495931,0.29773820073981033
26,0.21546525955200196,0.27096389469347504
27,0.14842106501261393,0.1787778703789962
28,0.10435798168182372,0.1835684901789615
29,0.1308980385462443,0.23125249461123817
30,0.18671104113260906,0.30356111024555404
31,0.40592625935872395,0.3144183911775288
32,0.30753873189290365,0.217436062662225
33,0.2352408250172933,0.2302248854386179
34,0.2670427322387695,0.2447398587277061
35,0.3448193868001302,0.21367825959858142
36,0.3482744534810384,0.2195957585384971
37,0.20691335995992025,0.27397293793527705
38,0.11299734910329183,0.149593428561562
39,0.1456759770711263,0.18757132480019018
40,0.10226039091746013,0.2887776776363975
41,0.10186247825622559,0.30147341678017064
42,0.10683894952138265,0.27169993049220037
43,0.14433781305948892,0.2482040053919742
44,0.1080894390741984,0.3636608123779297
45,0.1265650749206543,0.25093522824739156
46,0.15155650774637858,0.2420858332985326
47,0.1380753993988037,0.1886331282163921
48,0.09312148094177246,0.209694925107454
49,0.06698618729909261,0.23418052572953074
