NAME,1972.5,1973.5,1974.5,1975.5,1976.5,1977.5,1978.5,1979.5,1980.5,1981.5,1982.5,1983.5,1984.5,1985.5,1986.5,1987.5,1988.5,1989.5,1990.5,1991.5,1992.5,1993.5,1994.5,1995.5,1996.5,1997.5,1998.5,1999.5,2000.5,2001.5,2002.5,2003.5,2004.5,2005.5,2006.5,2007.5,2008.5,2009.5,2010.5,2011.5,2012.5,2013.5,2014.5,2015.5,2016.5,2017.5,2018.5
SERMEQ_KUJALLEQ,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,5.82425,6.29019,5.9989775,6.010229951,5.580312937,5.621274888,5.847098533,6.072316456,5.270130855,5.46664105,5.461108013,5.725412478,5.536304904,6.524918924,6.398404565,6.482180577,6.917997556,6.67808505,6.658719419,6.243502812,6.254021408,6.077628172,6.408445572,6.0875061,6.15809601,6.251318956,6.13013961,6.14155514,5.977194805,6.186605714,5.655509829,5.982320145,5.931998625,5.966390821
SERMEQ_AVANNARLEQ2,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.5365,2.328507,2.409675,2.254664412,2.366382018,2.447534799,2.444993226,2.44234512,2.587359362,2.404033824,2.210488728,2.337600353,2.602715333,2.268478191,2.37309867,2.480182091,2.444422514,2.41616844,2.505582602,2.523497901,2.067425055,2.036682675,2.336169767,2.143839654,2.1818973,2.389819278,2.202039647,2.173775427,1.941868305,2.250509625,2.226212492,2.197415607,2.179340508,2.142157955
STORE_GLETSCHER,8.5938372,8.5938372,8.5938372,8.5938372,8.5938372,8.7665266,8.9493742,9.1220636,9.294753,9.4674424,9.6401318,9.8128212,9.9855106,10.1582,10.5238952,9.6198154,9.8636122,9.65029,9.8636122,9.823304462,9.782712295,9.75226817,9.945080964,10.10744963,10.2698183,9.894574394,9.945263812,10.28995185,9.823609208,9.367404446,10.21898667,10.22900265,9.915043167,9.206102389,9.022716404,9.478921166,9.468783282,9.975525089,9.985673131,9.447826916,9.135208311,9.326050414,9.48905905,9.386938665,9.6909228,9.205198309,9.642468186
CW_NONAME3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KANGERLUARSUUP_SERMIA,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0068608,0.0070216,0.0067871,0.0069077,0.0071355,0.0073633,0.0075978,0.0067335,0.0058759,0.0065593,0.0071422,0.0061305,0.0057553,0.0053868,0.0050116,0.00536,0.0057084,0.0060568,0.0064119,0.0067603,0.0054873,0.0057687,0.0060635,0.0055476,0.006432,0.0053734,0.0057218,0.0061037,0.0053064,0.0052327,0.0055007,0.0057553
LILLE_GLETSCHER,0.56565727,0.56565727,0.56565727,0.56565727,0.56565727,0.57953843,0.594113648,0.607994808,0.622570026,0.637145244,0.651026404,0.665601622,0.679482782,0.694058,0.693363942,0.664907564,0.651841228,0.658185612,0.674062189,0.688447235,0.704091302,0.71894692,0.692980822,0.663838021,0.756717556,0.703312569,0.672388121,0.647630378,0.679443915,0.672681708,0.666564975,0.669053866,0.63551629,0.666058312,0.63982292,0.641509481,0.613225229,0.652574153,0.662050127,0.659337749,0.618668032,0.552618696,0.582269548,0.586491503,0.578239153,0.5952172,0.659413401
SERMEQ_SILARLEQ,4.05472321,4.05472321,4.05472321,4.05472321,4.05472321,4.11455454,4.17438587,4.23881961,4.29865094,4.35848227,4.4183136,4.48274734,4.54257867,4.60241,4.66224133,4.60701241,4.528992356,4.679730488,4.47443999,4.510596523,4.550816984,4.586071445,4.598539373,4.610749567,4.409808346,4.148971362,4.122866492,4.625882291,5.128870475,4.72999801,4.907577397,4.87803913,4.942638557,5.100160642,5.150165826,5.207985903,5.370156422,5.478653635,5.498356552,6.918011338,7.496718372,7.160199358,6.775442484,8.223254814,7.109664896,7.24868069,7.506852879
CW_NONAME2,0.555271607,0.555271607,0.555271607,0.555271607,0.555271607,0.590379102,0.624770118,0.659161134,0.694268629,0.728659644,0.76376714,0.798158155,0.83326565,0.867656666,0.902047682,0.851177638,0.798718105,0.809260386,0.712921998,0.729997974,0.746999954,0.764694934,0.753957703,0.743257469,0.83060251,0.714245386,0.780989684,0.827113319,0.874631491,0.819700922,0.903186792,0.856765751,0.737596783,0.770809557,0.80180103,0.762901957,0.789411698,0.849704123,0.806212324,0.726352253,0.805611819,0.752125593,0.693927109,0.655033016,0.661877637,0.661877637,0.677636628
KANGERLUSSUUP_SERMERSUA,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.51992,2.41156344,2.62323672,2.390380992,2.409728938,2.431521206,2.450995148,2.470320415,2.489905233,2.53567454,2.576729076,2.57565811,2.625308094,2.546250644,2.67994248,2.814468409,2.645036548,2.681900458,2.581143976,2.634427685,2.404840293,2.733760411,2.58638541,2.605486404,2.756293536,2.868349338,2.653377483,2.607855128,2.460459968,2.58072063,2.456796004,2.741698159,2.736141736,2.682825268
RINK_ISBRAE,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.0451222,11.1906,11.1682188,11.2913154,11.33592113,11.20176822,11.04536839,10.90018155,10.76616292,10.65496193,10.55454868,11.34646268,11.0566709,11.03443518,11.36847459,11.702514,11.85760452,11.97996254,11.93457347,11.79011401,11.89012441,11.93365584,12.01136337,11.71091814,12.23214271,12.3638225,12.08571371,12.0525112,11.70863526,11.49797221,11.73921917,11.82640513,12.37698265,11.48068273
ICE_CAPS_CW,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333,0.613333333
UMIAMMAKKU_ISBRAE,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1588,1.1669116,1.0382848,1.117123758,1.105547346,1.102127727,1.067433255,1.031703975,1.079072242,1.165706448,1.25101151,0.969678046,0.985981203,1.004410758,1.020660611,1.037920937,1.094352179,1.105847475,1.102435968,1.027901952,1.255049928,1.381243248,1.572827652,1.700168184,2.017945908,2.097277356,1.905886472,1.788325053,1.695016159,1.733813942,1.686429451,1.665394914,1.591162186,1.634315898
INNGIA_ISBRAE,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.5515,0.593414,0.574663,0.528500796,0.486874127,0.494753959,0.467316834,0.439779888,0.480503199,0.455261596,0.430928864,0.406983286,0.40851811,0.409943738,0.411752106,0.412954376,0.41452946,0.414555932,0.413556063,0.412954376,0.412273274,0.410521158,0.452828378,0.441397437,0.472641015,0.453275093,0.572847462,0.655003314,0.618243633,0.64515187,0.58152366,0.616691712,0.53551367,0.640767445
NW_NONAME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UPERNAVIK_ISSTROM_SS,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.00783,0.01,0.01052,0.00905,0.00838,0.00661,0.01268,0.00837,0.00959,0.00961,0.00882,0.00813,0.008,0.00788,0.00835,0.00882,0.00982,0.0079,0.01063,0.00803,0.00938,0.00927,0.00816,0.00915,0.01001,0.00944,0.00911,0.0068,0.00815,0.0078,0.00698,0.00615,0.00591,0.00445
UPERNAVIK_ISSTROM_S,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,3.0888082,2.9786,2.9964716,3.055784462,2.919251395,3.067052506,2.928172302,2.787004534,2.837101607,3.191158853,2.988950635,2.994484874,3.017202656,3.042854359,2.695770016,2.998398754,2.902955474,2.805239523,2.836580352,2.787868328,2.696621895,2.742128946,2.761832385,2.770157572,2.722008503,2.600853948,2.864996196,2.648705157,2.66271947,2.670874877,2.476848873,2.438964059,2.44747392,2.216197544
UPERNAVIK_ISSTROM_C,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8402,4.8982824,4.6853136,4.580015049,4.69596204,4.61971921,4.482334973,4.072118342,4.023058075,4.353014509,4.051397446,4.23371326,4.202377805,4.171139154,4.222067738,4.131628601,4.064470826,4.199744736,4.150311773,4.105612526,4.09650811,3.977385948,4.160906971,4.072854053,4.262231718,4.548205255,5.095975529,5.416024073,5.503665575,5.827988016,6.104315034,6.485287176,6.910150252,6.868572934
UPERNAVIK_ISSTROM_N,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.1870069,5.8743,5.6510766,5.419394208,5.531593338,4.826659715,4.986364309,5.216166925,5.150151542,5.201434181,4.854392285,4.37517864,4.652057896,4.918110818,4.571415506,5.18641947,5.035520452,5.260388656,5.419652677,5.574405236,5.973229086,6.664334607,8.230282004,9.935932003,9.278398107,9.333828002,10.51198936,10.63217754,10.28707416,10.05407592,10.01981701,9.674237813,9.422400697,9.222938841
NUNATAKASSAAP_SERMIA,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.4003,1.3204829,1.3890976,1.2266628,0.798171,1.0558262,0.9620061,1.324758016,1.375118405,1.252015232,1.256211931,1.046376976,1.203053742,1.359730508,1.207250441,1.288494447,1.220016976,1.201849484,1.124987017,1.049522049,1.069087041,0.697352201,1.011789566,1.051262622,1.069411911,0.956327884,1.14759346,1.093145595,0.787399892,0.907464415,0.841847757,0.87168675,0.90146413,0.748201295
KAKIVFAAT_SERMIAT,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.7281,3.8585835,3.7541967,4.040287366,4.428349023,4.141587299,3.989081912,3.84477089,3.701265136,3.390673397,3.289317542,3.939401252,3.891092532,3.381558193,3.403412315,3.579121396,3.889385062,3.752593617,3.769198574,3.78916255,3.417452339,3.751143386,3.616555248,3.992761547,3.948639484,4.144208153,5.192974877,6.617392412,4.7495994,6.40061831,7.790893906,7.434815618,6.820111578,6.385653716
QEQERTARSUUP_SERMIA,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.5308,0.4947056,0.5185916,0.412482026,0.471316429,0.511854686,0.373873226,0.435689133,0.497363846,0.375210312,0.400333606,0.40680512,0.435033064,0.46243933,0.380413744,0.41119749,0.441728575,0.448733012,0.45612971,0.463430864,0.470140176,0.476748636,0.502064611,0.489250568,0.460377702,0.603205366,0.756136278,0.704121062,0.494838831,0.515956709,0.510696481,0.519630376,0.479028953,0.444192549
USSING_BRAEER,1.4403984,1.4403984,1.4403984,1.4403984,1.4403984,1.4823872,1.5262016,1.5681904,1.6120048,1.6539936,1.697808,1.7397968,1.7836112,1.8256,1.8128208,1.7489248,1.829245723,1.791001229,1.698289958,1.52583648,1.575113075,1.620840704,1.677100219,1.532627712,1.657593683,1.66672716,1.67583873,1.647289997,1.512818126,1.595537888,1.527649301,1.487002317,1.605107683,1.551741744,1.50940608,1.493632896,1.522296642,1.529604518,1.499894704,1.512500472,1.597531443,1.550142518,1.592580416,1.62619884,1.624637952,1.684225536,1.636905984
USSING_BRAEER_N,1.6080513,1.6080513,1.6080513,1.6080513,1.6080513,1.6987392,1.7894271,1.8823269,1.9730148,2.0659146,2.1566025,2.2495023,2.3401902,2.4308781,2.2119,2.2052643,2.04648527,2.035930084,2.135001085,2.126352556,2.187436386,2.248223822,2.24353017,2.078907301,2.087604491,2.098356537,2.106861293,1.935976535,2.312970559,2.193333311,2.046909955,2.247064786,2.305131585,2.333828776,2.228294603,2.141897789,2.214917032,2.20477547,2.138602058,2.273749148,2.434001303,2.443344368,2.214324242,2.219048861,2.161313847,2.254877217,2.115169189
CORNELL_GLETSCHER,0.7112232,0.7112232,0.7112232,0.7112232,0.7112232,0.6899073,0.6685914,0.6472755,0.6259596,0.6051636,0.5838477,0.5625318,0.5412159,0.5199,0.5141811,0.5157408,0.475876948,0.45689072,0.461734628,0.443992001,0.460549776,0.476937544,0.521067695,0.49925997,0.494690049,0.492152417,0.488612418,0.443875023,0.441027011,0.527365764,0.541827302,0.445699872,0.470081102,0.470029632,0.468980474,0.457343033,0.448669541,0.438609476,0.418641157,0.443776242,0.462118314,0.524867125,0.630041855,0.668651189,0.703973714,0.783214793,0.831931502
