,train_loss,eval_loss
0,32.750569661458336,30.851125616776315
1,32.77452392578125,30.301699989720394
2,32.22478230794271,29.91156648334704
3,31.661529541015625,29.469546669407894
4,31.326898193359376,29.653236790707236
5,31.30392049153646,29.161020379317435
6,30.839420572916666,28.590348093133223
7,30.078047688802084,28.30076840049342
8,29.62093505859375,27.25016383120888
9,28.803045654296874,26.748458059210527
10,27.820491536458334,25.28288991827714
11,26.751597086588543,24.981520803351152
12,26.14185994466146,25.176152279502467
13,26.04456990559896,25.738372802734375
14,26.70045369466146,24.73444245990954
15,25.226580810546874,23.66272615131579
16,24.938663736979166,23.239831221731084
17,24.29542439778646,22.377086438630755
18,23.587860107421875,21.656333521792764
19,22.29258015950521,21.748478939658717
20,21.708109537760418,20.334610788445723
21,20.504384358723957,19.37449244449013
22,18.046333821614585,17.57819406609786
23,18.44853515625,16.099111456620065
24,16.58399861653646,16.199462890625
25,14.73355712890625,15.476601048519736
26,15.957961018880209,13.237253289473685
27,13.566502888997396,13.415876689710116
28,13.502305094401041,14.579172234786185
29,16.001201375325522,16.847396047491777
30,17.523600260416668,12.122989052220396
31,11.945726521809895,10.9012451171875
32,10.992250569661458,10.142211110968338
33,8.592406209309896,7.739293951737253
34,7.061176045735677,8.374448274311266
35,6.969841003417969,8.675835057308799
36,6.846710205078125,7.144084729646382
37,5.371941630045573,5.51146095677426
38,5.6005706787109375,5.414572866339433
39,4.139229583740234,4.383126911364104
40,3.0530657450358074,2.9954946417557564
41,2.8599881490071613,4.161033228824013
42,3.4615262349446616,2.7304994683516655
43,1.9581244150797525,2.543606808311061
44,2.485377248128255,2.4101815474660775
45,2.9548683166503906,3.2502975463867188
46,4.3346710205078125,3.2480775933516655
47,3.7066749572753905,2.7149523684853003
48,4.14832763671875,2.5437403227153577
49,3.859802754720052,2.8336416545667147
