,train_loss,eval_loss
0,4.5268096923828125,3.685395491750617
1,4.517616271972656,3.545498898154811
2,4.280965169270833,3.3422618665193258
3,4.103887939453125,3.048503875732422
4,3.744872283935547,2.8451650519120064
5,3.4056673685709637,2.646008140162418
6,3.23199946085612,2.7043177956028988
7,3.296826171875,2.9113048754240336
8,3.575026194254557,2.820036034835012
9,3.5439580281575522,2.822115044844778
10,3.460276794433594,2.698213075336657
11,3.355432637532552,2.492551703202097
12,3.045140584309896,2.1185469376413444
13,2.6303380330403647,1.899430325156764
14,2.289685821533203,1.7497520446777344
15,2.2575787862141925,1.5474253202739514
16,1.9357680002848308,1.2130841706928455
17,1.519064712524414,1.0048425574051707
18,1.2424847920735678,0.6809987519916735
19,0.7685349782307943,0.4389843187834087
20,0.6291278203328451,0.4070045822545102
21,0.452851676940918,0.17975147146927684
22,0.2011963685353597,0.18738250983388802
23,0.09000775019327799,0.08334211926711232
24,0.18216727574666342,0.13131063862850792
25,0.18934313456217447,0.19127225875854492
26,0.25681657791137696,0.2750090799833599
27,0.18953458468119302,0.2736248217130962
28,0.30258026123046877,0.26338504490099457
29,0.3575572649637858,0.2784765645077354
30,0.19956297874450685,0.22428437283164576
31,0.25053523381551107,0.21599167271664269
32,0.40114479064941405,0.1857285374089291
33,0.4654694557189941,0.14260689835799367
34,0.190511687596639,0.132859280234889
35,0.09120261669158936,0.19064822949861226
36,0.13793145815531413,0.18966771426953768
37,0.0926854133605957,0.09501485448134572
38,0.10639879703521729,0.15393672491374769
39,0.21449036598205568,0.15216631638376335
40,0.17737549146016438,0.141340130253842
41,0.18535712560017903,0.07656982697938618
42,0.18485128084818522,0.11739084595128109
43,0.09152758121490479,0.07213912512126722
44,0.1140039602915446,0.10190601097910028
45,0.11043184598286947,0.11588589768660695
46,0.1462406317392985,0.11543430780109606
47,0.09371875127156576,0.12940991552252518
48,0.17701743443806967,0.42001528488962275
49,0.6105578740437826,1.1818414989270662
